171 333
65 663
293 244
876 571
110 734
174 267
74 882
186 978
43 286
611 843
794 646
192 849
56 132
1 433
264 692
128 404
794 393
73 78
140 336
621 953
510 440
103 505
270 223
37 250
53 381
371 914
17 256
166 468
24 86
6 777
510 688
754 355
967 678
193 324
596 642
71 693
979 165
270 484
44 806
67 173
94 278
36 145
214 280
481 937
170 946
976 385
22 740
114 360
24 519
138 122
157 583
23 286
115 720
647 341
207 618
410 504
922 795
31 420
150 845
57 58
126 26
13 801
14 9
61 188
137 531
290 208
826 516
24 195
143 110
571 269
179 664
24 231
91 792
6 478
76 6
171 739
794 799
28 444
952 236
66 674
3 286
97 882
23 956
19 523
39 959
193 22
114 15
125 904
629 798
328 177
342 39
410 332
135 765
61 962
258 950
44 910
141 625
759 222
76 296
575 404
312 785
949 502
12 657
635 298
284 485
292 110
4 306
52 145
633 872
80 432
258 586
299 605
633 592
276 833
328 480
193 776
225 574
175 409
66 904
184 223
71 829
355 595
815 604
55 598
212 321
63 243
49 237
73 502
225 988
302 135
893 680
16 963
633 798
611 461
48 551
458 797
837 572
291 121
118 833
794 619
48 403
240 74
91 637
118 287
407 262
97 53
131 14
143 435
47 470
27 473
713 153
64 736
82 543
56 800
629 15
198 91
89 178
56 692
317 701
351 518
427 637
59 435
24 314
164 946
196 11
80 512
91 434
126 900
192 820
240 308
621 991
214 431
922 45
922 821
754 369
633 777
157 935
89 352
837 627
713 168
300 275
94 831
400 96
27 352
155 901
67 467
115 603
405 352
973 404
34 964
43 899
391 260
199 111
16 796
101 487
174 518
13 549
400 674
837 160
629 628
49 551
138 251
225 105
302 84
755 770
214 324
12 986
42 566
140 971
129 957
302 862
291 28
49 408
67 856
148 670
276 378
137 930
571 245
73 1
56 233
76 58
293 811
575 48
606 651
293 966
793 274
15 972
332 105
398 546
793 887
186 923
165 961
67 792
150 456
812 300
43 3
49 630
284 544
483 325
119 409
119 590
27 974
576 654
34 304
952 485
42 947
391 869
239 503
232 762
214 169
42 409
14 54
41 436
837 178
64 894
12 221
32 527
294 668
90 449
197 416
793 731
212 622
276 916
562 496
804 80
588 697
22 254
76 21
509 493
31 695
33 963
98 185
371 926
41 860
2 651
198 295
317 1000
230 267
117 605
3 191
483 887
13 865
179 74
876 557
157 807
230 358
391 540
617 892
557 560
6 58
114 632
72 679
284 838
51 84
575 47
79 778
266 30
91 834
837 548
26 322
728 153
27 768
922 482
137 249
90 825
294 498
596 529
165 625
634 683
793 743
240 205
893 169
76 592
389 821
922 628
579 641
101 544
53 13
623 541
270 955
179 310
166 716
400 487
877 654
128 241
300 336
219 195
199 399
28 906
317 890
367 903
90 572
193 247
596 383
240 303
34 341
579 562
967 595
12 401
509 201
39 708
629 584
174 322
27 567
115 723
405 115
22 169
264 909
17 62
157 708
952 96
74 480
328 310
623 557
76 884
481 599
49 182
199 831
148 558
110 435
138 73
168 891
290 940
59 513
36 982
967 769
115 372
99 177
312 948
66 729
6 972
166 368
804 711
979 625
38 149
148 169
13 396
97 849
207 978
342 526
299 789
343 347
46 508
118 378
794 104
150 255
56 339
42 474
837 261
52 246
190 928
13 392
174 420
634 677
114 555
351 655
596 898
71 363
24 136
580 153
580 515
125 550
624 222
364 376
575 237
63 100
225 124
299 129
110 911
5 776
128 108
812 947
140 470
138 783
126 288
794 521
143 156
759 910
294 762
200 746
42 237
66 807
367 736
557 519
225 131
893 309
880 225
29 10
258 989
63 463
21 875
389 932
7 335
128 220
284 66
90 498
32 221
65 985
8 490
110 758
509 714
793 879
458 671
759 961
32 654
57 895
528 970
2 116
580 129
138 436
407 946
53 102
97 25
219 72
67 425
193 374
634 272
97 858
1 122
371 771
196 408
138 281
3 316
571 816
342 902
67 604
839 978
300 11
410 131
675 661
343 314
427 189
893 933
114 527
629 114
155 868
80 989
759 621
28 682
196 346
317 581
528 752
483 422
21 555
266 375
196 49
16 185
52 915
74 609
53 321
623 231
264 229
755 96
56 439
575 368
28 370
877 884
103 542
94 59
398 602
291 109
48 930
225 505
332 542
893 370
509 998
33 861
74 645
575 495
89 857
12 822
57 296
410 613
647 240
839 571
15 527
80 779
143 758
87 694
291 5
635 16
793 663
980 138
129 285
72 568
5 556
10 702
89 498
68 843
184 362
192 491
579 519
148 643
342 729
509 490
44 139
165 141
389 76
209 309
300 653
101 904
137 403
634 644
47 930
143 765
126 383
976 738
6 516
32 106
61 597
28 229
164 788
175 477
125 152
23 70
294 778
48 689
299 522
115 627
15 397
647 99
400 666
312 102
98 521
76 654
266 887
118 998
794 256
265 387
166 108
815 718
159 233
302 278
119 716
647 587
73 775
215 672
999 417
34 396
391 852
332 764
75 92
159 556
271 840
31 763
509 364
575 140
97 480
343 354
815 290
36 211
12 134
400 446
110 379
5 439
66 838
125 187
12 890
509 561
240 645
839 623
510 593
11 220
525 683
633 787
557 975
292 399
89 261
676 642
103 124
270 167
39 550
207 751
192 707
117 189
81 991
580 456
588 486
728 957
877 890
226 717
271 740
312 791
328 622
66 123
713 208
7 944
606 91
837 115
364 938
98 887
266 614
400 357
389 134
98 743
226 708
63 769
588 667
57 134
81 369
299 726
214 209
8 537
97 693
199 289
82 202
291 280
26 158
557 656
9 460
893 686
174 268
612 702
328 377
588 514
230 695
10 901
1 172
675 588
633 85
166 249
24 950
101 194
63 162
293 761
212 924
355 77
6 20
481 941
606 394
75 994
635 934
21 872
510 167
225 699
634 440
39 747
155 805
562 186
351 782
16 524
12 884
118 376
17 811
793 298
300 836
219 760
880 466
302 441
276 171
226 66
165 501
728 198
174 900
37 841
647 645
332 908
676 272
10 524
18 176
754 242
190 420
483 943
110 441
612 217
119 495
10 663
312 450
209 5
713 522
405 559
38 181
299 434
713 285
780 398
575 408
200 883
98 811
3 399
126 272
258 347
386 923
186 432
880 41
290 789
200 159
21 20
596 688
89 687
159 827
293 963
141 910
52 309
291 745
293 646
999 812
265 341
355 320
135 46
232 603
219 995
562 586
364 164
300 42
258 954
312 802
606 845
89 218
299 2
23 508
893 883
24 594
143 508
837 810
159 786
196 547
312 337
71 34
94 316
52 448
61 182
576 273
14 469
271 56
576 705
8 385
207 512
949 142
91 116
71 684
97 820
647 312
386 512
16 30
225 469
952 101
291 692
166 715
215 592
675 161
240 693
588 379
780 110
525 270
5 283
200 224
48 409
49 590
839 269
90 95
973 495
922 114
14 613
53 964
311 854
155 325
207 269
580 814
276 809
129 434
38 545
290 735
317 798
155 823
300 864
291 159
755 544
47 566
140 188
300 259
115 859
266 985
293 17
74 620
265 721
271 992
32 920
197 318
215 397
31 683
13 344
311 394
148 121
159 497
67 255
629 478
8 376
143 70
155 375
635 422
61 590
80 373
579 219
79 372
611 928
140 907
621 81
410 421
94 3
135 331
6 628
29 185
675 508
48 578
22 145
291 254
922 932
128 472
207 24
400 445
190 248
143 563
400 869
302 667
200 282
14 124
8 201
179 307
311 2
509 938
728 856
2 539
47 108
647 858
199 756
302 316
76 591
15 45
525 888
400 935
5 254
192 846
826 628
294 567
79 202
34 183
612 855
290 834
214 652
579 253
400 101
103 908
90 687
22 819
264 424
633 972
99 113
212 960
18 711
179 321
207 897
410 542
302 216
562 679
66 260
38 595
49 578
9 704
168 539
27 235
342 146
579 238
23 831
159 75
114 273
197 126
197 607
510 322
919 83
980 536
170 287
528 946
528 364
919 112
184 419
351 688
192 321
141 750
562 512
580 718
36 933
14 466
73 415
168 983
198 116
407 418
155 256
53 882
166 336
973 119
371 829
299 564
3 602
128 907
343 863
398 51
163 775
232 650
580 726
612 691
196 912
71 13
22 374
126 569
239 742
633 649
391 550
155 943
804 245
22 227
257 306
101 803
225 573
293 524
575 907
562 258
19 263
81 545
5 636
74 741
328 97
207 656
165 730
265 451
357 319
43 111
755 194
209 75
364 385
257 687
207 253
49 277
219 18
137 716
56 144
163 764
893 271
576 748
131 297
6 350
293 796
481 170
75 353
634 529
293 663
179 337
265 771
302 681
26 120
804 314
271 75
209 840
633 932
17 966
634 326
42 277
